,user,tweet,location,keyword
197,Mary Mieres,"@HouseChatham @realDonaldTrump @nytimes @Google @CNN And we won’t have any statues or library’s or anything to remember any of our history. Because the fools in our country support looting, distraction, murder, arson, rioting in the streets, destroying businesses and statues in Heritage… You are responsible for it",,arson
198,Ford Fischer,@nashvillian17 There really weren’t protesters here though. I’m being clear that this is not obvious arson or anything like that.,Washington DC,arson
199,marie²⁸◟̽◞̽'s lexi and ryan☀️||VOTE BLUE.,I want more arson buddies💔,the kitchen in gusteau's,arson
200,:),"@twsimptwt BANGER TWEET, it’s one of my biggest pet peeves when people say “oh i’m respectfully simping” ok by that logic i “respectfully” committed arson",she/her,arson
201,river ♡s annabelle²⁸ ˣ‿ˣ,"@91STIO more eccentric: moss, arson, hiccup, blue, bug, xena, esra
more feminine: willow, ivy, angel, delta, wren, ebony, daisy, flower, zola, octavia, aviva
more masculine: josh, clay
more andro: jesse, riley, bailey, cam, alex, charlie, tatum, corey, aspen",niall's brain,arson
202,Rag and Co.,@1LLB3G0D ((well damn ok @SHSL__LOLITA yo Arson want's to make a pinned and needs help,N/SFW roleplayer mostly SFW,arson
203,angel,Arson shriv and hana https://t.co/hbdyP01hJT,🔸  16,arson
204,Gina ✝️🦋💙💚❤️🐶♿️,"I guess Mr. Wallace’s (Walter’s father) pleas to the protestors not to commit looting, arson, crime went on totally deaf ears... https://t.co/AYmgkB3IR6",NeverthelessShePersisted MO/IL,arson
205,nemo⁷👻🔮,"@exobunn That wasn’t me, that was my sister who irl has an arson charge 🚶🏾‍♀️)",,arson
206,Vanguard Newspapers,We believe that the looting and arson were pure cases of criminality which had no bearing to the youth protests to end bad policing and bad governance. We must vehemently resist efforts to politicise it. https://t.co/8eZ7i8lixr,Nigeria,arson
207,Lily,This man is the definition of confidence #eretdress https://t.co/PEKjPiowVr,,arson
208,#DhiRevival,If they put fucking rookies on kingdom i am committing arson,she 16 byf ➯,arson
209,aiya ❁ yosano brainrot,@atsushidilf I have no room to speak i almost commited arson gn,minor | eng | EST,arson
210,Beorn,@NathanWurtzel Your hopes seem unfounded given our current media's predilection for arson.,People's Republic of Calif.,arson
211,🦇🎃🍂 Sp💀💀kus Cactus 🍂🎃🦇,"@autumnposs ""He didn't have it when we married"" man spent YEARS after marrying her dealing with domestic violence, arson, being shot at and threatened, I think if he truly didn't then he does now",he/him,arson
212,sunny,@saint_arson https://t.co/IXlgpd0eRy help me out sexy 🥰,,arson
213,10 News First Adelaide,HOUSE TORCHED: Police are investigating an arson attack at Flinders Park overnight. @TiffWarne has the latest. Full story tonight in @10NewsFirstAdl https://t.co/1yGL3S6PPG,"Adelaide, South Australia",arson
214,🦇 cutest grave digger you've ever seen ⚰ 🕸️,"arson, insurance, Tahiti
see you in 2021! https://t.co/LWqRuHzvIz","Georgia, USA",arson
215,dogs 10???? idk DAYS til bday,@orangeskittIes IT MAKES ME WANNA DO SOMETHING DANGEROUS AND COMMIT ARSON? A LOT LF THEIR SONGS MAKE ME WANNA DO THAT ITS CONCERNING,any prns. 16. multi!,arson
216,Hammy: CEO of Thighs,"“I’m okay with with arson, but I’m not okay with kneecap breaking”

-@TheThoighGuy",pansexual she/her ,arson
217,terraazzura,"Plein Soleil   https://t.co/G85jEhZFRp via @YouTube Holocaust mania 河童 caused 3 fires on Oct 29
1976 Fire from cinema envied by 河童 who keep mummified monks in Esoteric temple
1998 Sweden arson attack by 4 brats to threaten PM Persson who founded Holocaust Remembrance Alliance",nirvana,arson
218,COVID Scale,"On @realDonaldTrump's watch, 233,130 Americans have died from #COVID19 (19.8% of all deaths worldwide). That is about the same as 7,285 UpStairs Lounge arson attacks which killed 32 people in 1973: https://t.co/STD85XhgKO",Earth,arson
219,kai,@CrypticMoss_ ARSON‼️‼️,she/her 18,arson
220,🕷️🕸️💜mimii💜🕸️🕷️,@KaiSaysThings ilym magical arson dad 🐀💜,,arson
221,Moss,@goldenfoxthe1st ARSON,,arson
222,DA EASTCOAST BULLY™,L. Black Da EastCoast Bully - Arson 2 (feat. Drag-On) https://t.co/teRdpZxrk9 https://t.co/On6Er93bKZ #BSDJZ #2675813514,267-581-3514,arson
223,Bethesda Beat,"John O’Donnell, 34, of Bensalem, Pa., has been charged with attempted murder and intentionally setting fire to a Potomac home Monday night https://t.co/2OEuJLU5CQ","Bethesda, Md",arson
224,Harper,"@khytl8989 @Complex Yes most looters get away. That doesn’t make it right. This is not an egregious act by the cop, maybe a write up but that’s it. Stealing, violence, and arson on the other deserves attention.","Charlotte, NC",arson
225,marty ♚,@M1TSU8A arson,stevie | qom | s4b | rdp | ★,arson
226,Christopher Wojno,"@briangwilson @marklevinshow nah, normal people see police attacking peaceful crowds and beating compliant citizens.
normal people be all: ""this is fascism. he's advocating for fascism"" by lying and saying it's arson, looting, and mob violence. But hey, if you're pro-big government&amp;authoritarianism, own it https://t.co/phk5B6LnWm",CA,arson
227,JERRY DUNLEAVY,"DOJ announced new charges in a superseding indictment against members of a white supremacist gang known as the 1488s, with crimes involving narcotics distribution, arson, obstruction of justice, and acts of violence like murder, assault, &amp; kidnapping.
https://t.co/cyclbVj57f","Washington, DC",arson
228,fountain water,I get really tempted to make jokes abt arson and fire on here then remember i might get in deep shit and that im not on TikTok.,at a fountain ,arson
229,mason 🎃,arson a dope crime,mn | he/him | bi | 15,arson
230,Arson,@thearabjesus @lolimboredddd Not everyone believes the man up there x,"Johns Creek, GA",arson
231,mentally ill miles says VOTE!!!!,grand theft auto and arson are my favorite crimes what are y’all’s,they/them 17,arson
232,miki ☁︎︎,@obahajimamark OOOOH LET ME DO IT AND YOU DO THE ARSON ON THE BUILDING,"Florida, USA",arson
233,scout!!,i cant tell if i want to cry or scream or gauge my eyes out or commit arson im so fucking irritated,they/he,arson
234,Emi the tanuki girl ❀✿,"@TehCheetah Damn, that's awful. I'm so sorry.

Side note, it's time for arson on some chasers.",fae/faer | I like computers :),arson
235,Alexa 🇦🇲,"@fpnicolas @Rogerdorsy I’m happy to hear you’ve read up on the history. You might not be aware, but the KZV Armenian school was vandalized in SF and the St. Gregory church targeted in an arson, just since this summer. Hate crimes like these pose a threat to our community. Thank you.","Los Angeles, CA",arson
236,kai,@Jiminsdarkside @tomboyIover @itskeyon this actually might be better than the arson one actually,,arson
237,SpamBeedop,"@c1tizeninsane It's a play

That's a similar plot to it

Snoopy dies of rabies, kills woodstock, Sally is in Jail for arson, Schroeder gets bullied for being gay, charlie brown is in a deep depression",Wherever I'm needed,arson
238,The Chronicle,"Police Are Investigating Reported Explosion of Stolen Vehicle Behind Mellen Street Park and Ride as Arson

https://t.co/vpWuLYSoSw https://t.co/hudavcttQP","Centralia, WA",arson
239,tara| 12:00,the way all of my favourite members are in arson line.. https://t.co/6fGGKLf731,she/her•18,arson
240,- 𝐒𝐀𝐆𝐄 ☽༓･,@arsonsltz thank u arson,,arson
241,eva,@rynseaman if u can cw palaye royale and put cw for arson (like the word or if u taking about it in general),he/xem | nblm |,arson
242,Lars Larson,"This from the woman who refused to condemn months of riots in her state's biggest city.
@OregonGovBrown refused federal help to quell riots, looting, arson and a murder.
Now she wants to talk about the rights of all?
Does that include the dozens of cops injured and wounded? https://t.co/KtcbBosTsA","Portland, Oregon",arson
243,🎃🕸maggie,@jjongieslovee IM CONTEMPLATING ARSON,She/they,arson
244,Roc | Memento Mori,can't believe twitter thinks i'm gay 💔,they/he/she 🦴 15 🦴 white,arson
245,Callum,@ihavegreatlegs @pidgeonyx Ezran can you make arson legal in Katolis?,,arson
246,Roc | Memento Mori,"✨ Valentine

This year you're mine browhatidk! ❤️
And you, whom will be yours?

➡️ https://t.co/92c7YoR9f6 https://t.co/4UdpQfaETL",they/he/she 🦴 15 🦴 white,arson
247,vivian / mouse,"// nsfw (its implied but if u read the notes/tags)

https://t.co/3QCR39oAWz","he/they/it/bun,, im a minor ",arson
248,Coach Bob Brown,"@MAGA_G3M @SenKamalaHarris The Dems demands were about funding rebuilds in Dem cities and states where the Dems allowed riots, looting, and arson to happen. Also credits for people who have $10,000 plus to the Speaker!","Ferrum, VA",arson
249,señorita dama ✨🌻🥀,"I was surrounded by 12 &amp; 13 old year murders, 15 year old boys raping they lil sister, Arson , Armed Robbery and all for 12 hours",,arson
250,⚢ sour-ween,"“what the fuck is THAT”
“it’s d’arson”
“i thought it was a monkey what the fuck is a d’arson” https://t.co/t9dFQFtWHj",14 ⚢ ✡︎ — they/them,arson
251,MIAH TEA KENNEDY GRVM PUTIN,Even her Ludwig Drums were either Stolen or Destroyed by a Suspected Agent Arson She Cried Tears I never want to see again. No Drums and even her favorite dolky abd said ive tried and tried to fix it and make it better but i just cant Miah iLL Protect us I Love You. https://t.co/5g6aB5Q1Y4,,arson
252,"Nobody CARES, Moby! Nobody cares. No one.",I guess this what happens when one of the biggest towns on the island is extremely churchy and military-hungry... And here I thought we'd just get ballot arson 🤪💦 https://t.co/n8mlX4R2hg,,arson
253,V₳₥₱.ɆӾɆ,@NekoMasterJuly The fact that it’s a GameCube controller that has the button layout of an Xbox controller makes me wanna commit arson in Minecraft,,arson
254,marie²⁸◟̽◞̽'s lexi and ryan☀️||VOTE BLUE.,@SUNSHINEXOTB commit arson with them💖,the kitchen in gusteau's,arson
255,Sara Thatcher,"@thehill Democrats love rioting, looting and arson.","Montréal, Québec",arson
256,BIG ARSON,@real1danny @joahnaven Which coach?! Pononte??! Lol,,arson
257,"bones, officially 14",@PRlNCETTE started arson at a young age,he/they ☆ A.L.A ☆ minor,arson
258,ryan²⁸◟̽◞̽♡︎’s lexi and marie☀️,@cuddley_styles and arson😏,tittie committee gc,arson
259,BSereneb,"@bopinion I also have a negative view of the US! But not because of Trump. Because of looting, vandalism, arson, assault and destruction of property. I don’t blame Trump for this. It’s about antisocial personalities and people in victim consciousness looking for any excuse to act out.",USA,arson
260,Frank Worley,"@Newarkguy1973 @Hoosiers1986 @JoeBiden I have been thinking of this for some time.  Watching the 'feminists' attack churches in Argentina, Chile etc.  Watching France, cover up the arson at Notre Dame, watching the left EMBRACE radical Islam that is completely opposed to the views the left claims to have. #MIRE","United States, Puerto Rico",arson
261,BIG ARSON,So Tyga a pornstar now??!,,arson
262,Razek,"@DairyFreeLocke Arson, Corn, and Bukkakes!?!",,arson
263,kenz ᵕ̈ luvs a town & big mac,@WALLSVOGUE OH THANK GOD I WAS GONNA COMMIT ARSON,!MINOR!,arson
264,bee❗,"whenever someone pronounces my name properly i feel happy

and whenever someone mispronounces it, i go and commit arson.",she / they || 🇵🇭 ,arson
265,Night Owl,"@mikedirsa @Isuckatpicking @UPS @FedEx @USPS I have said no matter who wins , there will be rioting, looting and arson",Canada🇨🇦,arson
266,Roc | Memento Mori,@simpnappy #eretdress fuck yeah,they/he/she 🦴 15 🦴 white,arson
267,Kristina Revay,@ClimateReality @Laurie_Garrett According to CalFire there have been 81 arson arrests to date this year.,,arson
268,Wen Xu Likes Fire,My one true love is arson,admin: he/him,arson
269,Roc | Memento Mori,i simply don't care about b*g br*ther #eretdress,they/he/she 🦴 15 🦴 white,arson
270,sammy 𖤐,asexual corn and arson im cryinf https://t.co/wKqbCukBcG,she/her 18,arson
271,Bee,YES 😌 just someone please appreciate him rn https://t.co/4rhN91ueqt,ur moms,arson
272,Ouranocracy,"@briebriejoy yes, because drawing a contrast between Trump and yourself on whether or not mass arson and theft are good will be very helpful to winning an election in a country where 99.9999% of voters aren't leftist twitter freaks","Commonwealth of Virginia, USA",arson
273,djpn,"@pammalamma i can’t do that

personal experience from the investigative side and the reporting side tells me they only screw over competent families doing no real wrong because screwing over the actual families that need screwing over risks the govt building being victim to arson",,arson
274,lesbian luigi,"@feralsapphic delilah im 🥵🥵 

im gonna go sin so i can meet u in hell
is arson a sin?",vt,arson
275,Bee,#ERETDRESS LOOK AT THIS MAN AND TELL ME YOUR NOT IN LOVE https://t.co/coEG1QKYvd,ur moms,arson
276,Ghiaccio,@Boilingteasis1 @MewtwoTheScout I’m interested in gaming and arson...,,arson
277,𝐕𝐞𝐫𝐬𝐚 🕸,"arson
mitochondria
drown

uhhhhhh https://t.co/Ox3ggJRccd","Ontario, Canada",arson
278,αℓαιиα🖤,@k0kichiswhore let’s go commit arson together ✨✨,DHEGEHDGSVVDEBRV POW,arson
279,barelyconcealed threads (📘After/TGCF),"Lia Fotia might have been a domestic terrorist who engaged in arson but it's not like he was wrong. 

ok this is just me defending an anime boy isn't it https://t.co/MoIc4ViAjc",,arson
280,🎃SPOOPY YOINK:),"I want new friends🙄 so like if you are obsessed with mcyts, fnaf, scp foundation stuff, gaming, arson etc. follow me:)",Freddy fazbears:),arson
281,𝒵𝑜𝑓𝑖𝑎,// REINER REALLY SAID ARSON AND  D I P P E D.,manga spoilers,arson
282,αℓαιиα🖤,im gonna commit arson ✨,DHEGEHDGSVVDEBRV POW,arson
283,protagonistic antag ᵇˡᵐ,cutely commits arson https://t.co/mkYreuKBiS https://t.co/PQs6SVUTRR,wouldn’t you like to know?,arson
284,Roc | Memento Mori,they're up to number 2 now ugh we love to see it,they/he/she 🦴 15 🦴 white,arson
285,♡sheila🐺⁰³²⁵☾,@ovxsly @faith_angel1999 Arson is warm and pretty it's a win-win,she/her,arson
286,Matthew Bodlovick 🇺🇸,"@litecoin_bull @ROYALMRBADNEWS In my state, it is legally allowed for using deadly force on someone trying to commit arson on (their) home.",United States 🇺🇸,arson
287,Vernon Fox,"@talkRADIO @richardm56 @thecoastguy The police are already regarded as the enemy.
It's what happens when you ignore an orgy of BLM looting, arson, violence and destruction and then charge in mob handed to attack, injure and arrest white people legally protesting.
Police state.",My own business,arson
